FORWARD SORTATION AREA,ANIMAL TYPE,BREED,COUNT
T5P,Cat,SIAMESE,52
T5P,Dog,"PINSCHER, DOBERMAN",14
T5P,Dog,BASENJI,2
T5P,Dog,POINTER,2
T5P,Cat,"CROSSBREED, MEDIUM",4
T5P,Dog,CAIRN TERRIER,3
T5P,Cat,"SHORT HAIR, AMERICAN",7
T5P,Dog,PUG,24
T5P,Dog,"CROSSBREED, SMALL",4
T5P,Dog,"ESKIMO, AMERICAN MINIATURE",8
T5P,Dog,HAVANESE,10
T5P,Cat,PERSIAN,3
T5P,Dog,TERRIPOO,2
T5P,Cat,MAINE COON,3
T5P,Dog,WEIMARANER,2
T5P,Dog,JAPANESE CHIN SPANIEL,2
T5P,Cat,EUROPEAN SHORT HAIR,1
T5P,Dog,"DOG, CRESTED CHINESE",1
T5P,Dog,AUSTRALIAN TERRIER,1
T5P,Dog,BRUSSELS GRIFFON,2
T5P,Dog,MASTIFF,6
T5P,Cat,DOMESTIC MEDIUM HAIR,175
T5P,Dog,POODLE,25
T5P,Dog,ENGLISH SPRINGER SPANIEL,10
T5P,Dog,TIBETAN SPANIEL,1
T5P,Dog,"DACHSHUND, MINIATURE WIREHAIRED",1
T5P,Dog,JACK RUSSELL TERRIER,41
T5P,Dog,RHODESIAN RIDGEBACK,4
T5P,Dog,PAPILLON,13
T5P,Dog,SILKY TERRIER,4
T5P,Dog,"MALAMUTE, ALASKAN",9
T5P,Dog,SOFT COATED WHEATEN TERRIER,5
T5P,Dog,HOUND,3
T5P,Dog,DOGUE DE BORDEAUX,1
T5P,Dog,KEESHOND,1
T5P,Dog,SCOTTISH TERRIER,3
T5P,Dog,TEACUP POODLE,1
T5P,Cat,EXOTIC SHORT HAIR,1
T5P,Cat,ANGORA,1
T5P,Dog,OLD ENGLISH SHEEPDOG,2
T5P,Dog,SHIH TZU,206
T5P,Dog,GERMAN SHEPHERD,145
T5P,Dog,GREAT DANE,5
T5P,Dog,CATAHOULA LEAPARD DOG,5
T5P,Dog,BASSETT HOUND,7
T5P,Dog,LAKELAND TERRIER,1
T5P,Dog,"CHIHUAHUA, LONG HAIR",14
T5P,Cat,"BOBTAIL, AMERICAN LONG HAIR",2
T5P,Cat,TURKISH VAN,1
T5P,Cat,ORIENTAL SHORT HAIR,1
T5P,Dog,AUSTRALIAN SHEPHERD,7
T5P,Dog,POMERANIAN,53
T5P,Dog,ENGLISH BULLDOG,7
T5P,Dog,"BULLDOG, AMERICAN",12
T5P,Dog,SHARPEI,2
T5P,Dog,"ESKIMO, AMERICAN TOY",1
T5P,Dog,FINNISH SPITZ,1
T5P,Cat,ABYSSINIAN,3
T5P,Dog,BLOODHOUND,2
T5P,Dog,YORKSHIRE TEACUP TERRIER,3
T5P,Dog,VIZSLA,1
T5P,Dog,NORFOLK TERRIER,1
T5P,Dog,"DACHSHUND, MINIATURE LONG HAIR",4
T5P,Dog,"DACHSHUND, STANDARD LONGHAIRED",3
T5P,Dog,"CROSSBREED, LARGE",2
T5P,Dog,ENGLISH SETTER,1
T5P,Dog,GERMAN WIRE HAIRED POINTER,1
T5P,Dog,COLLIE,23
T5P,Dog,"DACHSHUND, MINIATURE SMOOTH",27
T5P,Dog,ROTTWEILER,50
T5P,Dog,TOY PODDLE,18
T5P,Dog,MALTESE,20
T5P,Dog,ST. BERNARD,6
T5P,Cat,DOMESTIC LONGHAIR,90
T5P,Dog,"DACHSHUND, STANDARD SMOOTH",13
T5P,Pigeons,PIGEON,1
T5P,Cat,SCOTTISH FOLD,1
T5P,Dog,PEKINGESE,5
T5P,Dog,STANDARD POODLE,4
T5P,Cat,BENGAL,3
T5P,Cat,RAGDOLL,7
T5P,Dog,FLAT COATED RETREIVER,2
T5P,Dog,BULL MASTIFF,3
T5P,Cat,UNKNOWN,17
T5P,Dog,NEWFOUNDLAND,2
T5P,Dog,WIREHAIRED JACK RUSSELL TERRIER,7
T5P,Dog,BOUVIER DES FLANDRES,6
T5P,Dog,DOMESTIC SHORT HAIR,1
T5P,Dog,DOMESTIC MEDIUM HAIR,1
T5P,Dog,SCHIPPERKE,1
T5P,Dog,SHETLAND SHEEPDOG,6
T5P,Cat,"SIAMESE, APPLEHEAD",1
T5P,Dog,SMOOTH COATED COLLIE,1
T5P,Dog,BELGIAN SHEPHERD,2
T5P,Dog,BICHON FRISE,83
T5P,Dog,LABRADOR RETRIEVER,158
T5P,Cat,SNOWSHOE,3
T5P,Dog,YORKSHIRE TERRIER,38
T5P,Dog,"SPANIEL, AMERICAN COCKER",21
T5P,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,1
T5P,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",17
T5P,Cat,HIMALAYAN,5
T5P,Dog,COTON DE TULEAR,1
T5P,Dog,GREAT PYRENEES,11
T5P,Dog,JAVANESE,1
T5P,Dog,CAVALIER KING CHARLES SPANIEL,4
T5P,Dog,"SHEPHERD, DUTCH",1
T5P,Dog,DALMATIAN,3
T5P,Dog,SMOOTH FOX TERRIER,1
T5P,Dog,RAT TERRIER,2
T5P,Dog,"SHORT HAIR, AMERICAN",1
T5P,Cat,"CROSSBREED, SMALL",5
T5P,Dog,TOY FOX TERRIER,2
T5P,Dog,OLD ENGLISH MASTIFF,2
T5P,Dog,PEKEAPOO,1
T5P,Cat,RUSSIAN BLUE,1
T5P,Dog,ENTLEBUCHER MOUNTAIN DOG,1
T5P,Cat,DOMESTIC SHORT HAIR,637
T5P,Dog,BOXER,34
T5P,Dog,BEAGLE,37
T5P,Dog,LHASA APSO,23
T5P,Dog,SIBERIAN HUSKY,28
T5P,Cat,"MANX, SHORT HAIR",6
T5P,Dog,ENGLISH COCKER SPANIEL,7
T5P,Dog,WEST HIGHLAND TERRIER,3
T5P,Dog,STAFFORDSHIRE BULL TERRIER,4
T5P,Dog,FRENCH BULLDOG,5
T5P,Dog,BLACK AND TAN COONHOUND,1
T5P,Dog,GERMAN SHORT HAIR POINTER,1
T5P,Dog,POLISH LOWLAND SHEEPDOG,1
T5P,Dog,STANDARD SCHNAUZER,2
T5P,Dog,WOLFHOUND,1
T5P,Dog,IRISH SETTER,2
T5P,Dog,PORTUGUESE WATER DOG,1
T5R,Dog,JACK RUSSELL TERRIER,39
T5R,Cat,"REX, DEVON",6
T5R,Cat,SIAMESE,58
T5R,Dog,"DACHSHUND, MINIATURE LONG HAIR",17
T5R,Dog,YORKSHIRE TERRIER,53
T5R,Dog,"HOUND, AFGHAN",2
T5R,Dog,POODLE,40
T5R,Dog,SIBERIAN HUSKY,31
T5R,Dog,WEST HIGHLAND TERRIER,23
T5R,Dog,KERRY BLUE TERRIER,4
T5R,Dog,AUSTRALIAN SHEPHERD,18
T5R,Dog,YORKSHIRE TEACUP TERRIER,6
T5R,Dog,"DACHSHUND, STANDARD SMOOTH",8
T5R,Dog,OLD ENGLISH SHEEPDOG,1
T5R,Cat,BURMESE,3
T5R,Dog,CATAHOULA LEAPARD DOG,4
T5R,Dog,KEESHOND,4
T5R,Dog,GREYHOUND,9
T5R,Dog,"SHEPHERD, DUTCH",1
T5R,Cat,EUROPEAN SHORT HAIR,1
T5R,Dog,GERMAN SHORT HAIR POINTER,1
T5R,Dog,PARSON RUSSELL TERRIER,1
T5R,Dog,PEKEAPOO,1
T5R,Cat,"MANX, SHORT HAIR",7
T5R,Cat,NEBELUNG,1
T5R,Dog,VIZSLA,3
T5R,Dog,BELGIAN SHEPHERD,3
T5R,Dog,BRUSSELS GRIFFON,1
T5R,Dog,CHINOOK,2
T5R,Dog,"RETRIEVER, CURLY COATED",1
T5R,Dog,SOFT COATED WHEATEN TERRIER,21
T5R,Dog,PAPILLON,16
T5R,Dog,ROTTWEILER,47
T5R,Dog,MINIATURE SCHNAUZER,48
T5R,Dog,LHASA APSO,29
T5R,Dog,"CHIHUAHUA, LONG HAIR",14
T5R,Dog,WIREHAIRED JACK RUSSELL TERRIER,10
T5R,Dog,"CROSSBREED, SMALL",10
T5R,Cat,RUSSIAN BLUE,6
T5R,Dog,SCOTTISH TERRIER,5
T5R,Dog,SCHIPPERKE,3
T5R,Cat,HIMALAYAN,10
T5R,Dog,TERRIPOO,6
T5R,Dog,WELSH TERRIER,2
T5R,Dog,"DACHSHUND, STANDARD WIREHAIRED",1
T5R,Cat,BIRMAN,5
T5R,Dog,SAMOYED,6
T5R,Dog,GORDON SETTER,1
T5R,Dog,TOY PODDLE,19
T5R,Dog,"ESKIMO, AMERICAN MINIATURE",10
T5R,Dog,CAVALIER KING CHARLES SPANIEL,11
T5R,Dog,BRITTNAY SPANIEL,5
T5R,Dog,CHESAPEAKE BAY RETRIEVER,9
T5R,Dog,PEKINGESE,2
T5R,Dog,BELGIAN SHEEPDOG,2
T5R,Dog,"CROSSBREED, LARGE",8
T5R,Dog,GREAT DANE,11
T5R,Dog,RHODESIAN RIDGEBACK,4
T5R,Dog,CANE CORSO,2
T5R,Dog,"PINSCHER, DOBERMAN",2
T5R,Dog,PHARAOH HOUND,1
T5R,Cat,MAINE COON,7
T5R,Dog,TOY FOX TERRIER,1
T5R,Dog,GERMAN WIRE HAIRED POINTER,4
T5R,Dog,IRISH TERRIER,1
T5R,Dog,BURMESE,1
T5R,Cat,SPHYNX,1
T5R,Cat,UNKNOWN,15
T5R,Cat,BENGAL,6
T5R,Cat,SNOWSHOE,9
T5R,Dog,CHOW CHOW,4
T5R,Dog,ST. BERNARD,5
T5R,Dog,UNKNOWN,6
T5R,Dog,WHIPPET,4
T5R,Dog,"TERRIER, AIREDALE",4
T5R,Dog,NEOPOLITAN MASTIFF,1
T5R,Dog,LOWCHEN,1
T5R,Dog,NORWEGIAN ELKHOUND,2
T5R,Dog,SKYE TERRIER,1
T5R,Dog,BICHON FRISE,132
T5R,Dog,STANDARD POODLE,23
T5R,Cat,DOMESTIC SHORT HAIR,811
T5R,Dog,"CHIHUAHUA, SMOOTH",39
T5R,Dog,SHIH TZU,223
T5R,Dog,MINIATURE PINSCHER,19
T5R,Dog,MINIATURE POODLE,25
T5R,Dog,"ESKIMO, AMERICAN",18
T5R,Dog,WIREHAIRED FOX TERRIER,4
T5R,Dog,BOUVIER DES FLANDRES,11
T5R,Cat,KORAT,1
T5R,Dog,"DACHSHUND, STANDARD LONGHAIRED",5
T5R,Cat,NORWEGIAN FOREST CAT,3
T5R,Dog,FLAT COATED RETREIVER,2
T5R,Dog,BLOODHOUND,2
T5R,Cat,"SHORT HAIR, AMERICAN",15
T5R,Dog,AUSTRALIAN TERRIER,1
T5R,Dog,SILKY TERRIER,5
T5R,Dog,KUVASZ,1
T5R,Dog,KOMONDOR,1
T5R,Dog,FRENCH BULLDOG,6
T5R,Dog,SHETLAND SHEEPDOG,8
T5R,Dog,SMOOTH COATED COLLIE,2
T5R,Dog,WATER SPANIEL,1
T5R,Dog,BEARDED COLLIE,3
T5R,Dog,ENGLISH SETTER,1
T5R,Cat,"SIAMESE, APPLEHEAD",2
T5R,Dog,SHARPEI,1
T5R,Dog,IRISH RED & WHITE SETTER,1
T5R,Dog,STAFFORDSHIRE BULL TERRIER,1
T5R,Cat,PERSIAN,3
T5R,Dog,BEAGLE,41
T5R,Dog,"SPANIEL, AMERICAN COCKER",55
T5R,Cat,DOMESTIC LONGHAIR,124
T5R,Dog,COLLIE,30
T5R,Dog,ROUGH COATED COLLIE,17
T5R,Cat,"CROSSBREED, MEDIUM",5
T5R,Dog,WEIMARANER,6
T5R,Dog,BELGIAN MALINOIS,2
T5R,Dog,TERRIER,52
T5R,Cat,BOMBAY,2
T5R,Cat,EXOTIC SHORT HAIR,1
T5R,Dog,"SHEPHERD, ANATOLIAN",2
T5R,Dog,AKITA,5
T5R,Dog,ANGORA,1
T5R,Dog,RED BONE COONHOUND,3
T5R,Dog,SPINONE ITALIANO,1
T5R,Cat,"MANX, LONG HAIR",5
T5R,Dog,WIREHAIRED POINTING GRIFFON,2
T5R,Dog,WOLFHOUND,1
T5R,Dog,BULL TERRIER,1
T5R,Dog,YORK CHOCOLATE,1
T5R,Dog,HOUND,1
T5R,Dog,PUG,50
T5R,Dog,MALTESE,49
T5R,Cat,DOMESTIC MEDIUM HAIR,168
T5R,Dog,GERMAN SHEPHERD,156
T5R,Dog,AUSTRALIAN SHEEPDOG,3
T5R,Dog,NEWFOUNDLAND,8
T5R,Dog,DALMATIAN,6
T5R,Pigeons,PIGEON,1
T5R,Dog,"DACHSHUND, MINIATURE SMOOTH",28
T5R,Dog,ENGLISH SPRINGER SPANIEL,14
T5R,Dog,"DOG, AUSTRALIAN CATTLE",20
T5R,Dog,GREAT PYRENEES,7
T5R,Cat,"CROSSBREED, SMALL",2
T5R,Dog,"BULLDOG, AMERICAN",7
T5R,Dog,COTON DE TULEAR,2
T5R,Dog,PORTUGUESE WATER DOG,8
T5R,Cat,RAGDOLL,11
T5R,Dog,ENGLISH BULLDOG,8
T5R,Dog,"PINSCHER, AFFEN",1
T5R,Dog,MANCHESTER TERRIER,2
T5R,Dog,"WELSH CORGI, PEMBROKE",6
T5R,Dog,MUNSTERLANDER,1
T5R,Dog,GIANT SCHNAUZER,3
T5R,Cat,ORIENTAL SHORT HAIR,1
T5R,Dog,BRIARD,1
T5R,Cat,JAPANESE BOBTAIL,1
T5R,Cat,ABYSSINIAN,1
T5R,Dog,"DOG, CRESTED CHINESE",1
T5R,Dog,BASENJI,2
T5R,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",10
T5R,Dog,LABRADOR RETRIEVER,296
T5R,Dog,CAIRN TERRIER,13
T5R,Dog,SHIBA INU,14
T5R,Dog,BASSETT HOUND,17
T5R,Dog,GOLDEN RETREIVER,95
T5R,Dog,STANDARD SCHNAUZER,6
T5R,Dog,"CROSSBREED, MEDIUM",10
T5R,Dog,POMERANIAN,48
T5R,Dog,MASTIFF,5
T5R,Dog,"MALAMUTE, ALASKAN",8
T5R,Dog,BULL MASTIFF,9
T5R,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,3
T5R,Dog,"DACHSHUND, MINIATURE WIREHAIRED",2
T5R,Dog,RAT TERRIER,1
T5R,Dog,HAVANESE,24
T5R,Dog,BOXER,29
T5R,Dog,ENGLISH COCKER SPANIEL,6
T5R,Dog,COCKAPOO,21
T5R,Dog,KARELIAN BEAR DOG,1
T5R,Dog,"WELSH CORGI, CARDIGAN",6
T5R,Dog,BLACK AND TAN COONHOUND,2
T5R,Dog,LAKELAND TERRIER,2
T5R,Dog,NORWICH TERRIER,1
T5R,Dog,LEONBURGER,1
T5R,Cat,SIBERIAN (CAT),1
T5R,Dog,IRISH WATER SPANIEL,3
T5R,Dog,IRISH SETTER,2
T5R,Cat,ANGORA,1
T5R,Dog,NORFOLK TERRIER,1
T5R,Dog,GERMAN PINSCHER,1
T5S,Dog,ROTTWEILER,13
T5S,Dog,TERRIER,10
T5S,Dog,ROUGH COATED COLLIE,2
T5S,Cat,UNKNOWN,2
T5S,Dog,MINIATURE POODLE,7
T5S,Dog,BOXER,3
T5S,Dog,BEAGLE,9
T5S,Cat,RUSSIAN BLUE,2
T5S,Dog,BELGIAN SHEEPDOG,1
T5S,Dog,SHIH TZU,61
T5S,Dog,COCKAPOO,3
T5S,Dog,WEST HIGHLAND TERRIER,3
T5S,Dog,AUSTRALIAN SHEPHERD,4
T5S,Dog,"CHIHUAHUA, LONG HAIR",5
T5S,Dog,"DOG, AUSTRALIAN CATTLE",2
T5S,Dog,LHASA APSO,4
T5S,Dog,"BULLDOG, AMERICAN",2
T5S,Dog,POODLE,11
T5S,Dog,SHARPEI,2
T5S,Dog,"PINSCHER, DOBERMAN",1
T5S,Dog,KEESHOND,2
T5S,Dog,AKITA,2
T5S,Dog,"DOG, CRESTED CHINESE",1
T5S,Dog,BULL MASTIFF,2
T5S,Cat,SPHYNX,1
T5S,Dog,GREYHOUND,1
T5S,Dog,COLLIE,4
T5S,Cat,DOMESTIC MEDIUM HAIR,36
T5S,Dog,"CHIHUAHUA, SMOOTH",14
T5S,Dog,MINIATURE PINSCHER,4
T5S,Cat,DOMESTIC LONGHAIR,16
T5S,Dog,"DACHSHUND, MINIATURE WIREHAIRED",1
T5S,Dog,SHETLAND SHEEPDOG,2
T5S,Dog,"DACHSHUND, MINIATURE LONG HAIR",5
T5S,Dog,GOLDEN RETREIVER,8
T5S,Dog,CHESAPEAKE BAY RETRIEVER,3
T5S,Dog,PEKINGESE,2
T5S,Dog,GREAT PYRENEES,2
T5S,Dog,PEKEAPOO,1
T5S,Dog,"CROSSBREED, MEDIUM",3
T5S,Dog,OLD ENGLISH SHEEPDOG,1
T5S,Dog,MALTESE,11
T5S,Dog,LABRADOR RETRIEVER,64
T5S,Cat,HIMALAYAN,2
T5S,Dog,"SHEPHERD, DUTCH",2
T5S,Dog,"WELSH CORGI, PEMBROKE",2
T5S,Dog,BASSETT HOUND,2
T5S,Dog,HAVANESE,3
T5S,Dog,VIZSLA,1
T5S,Dog,"SHEPHERD, ANATOLIAN",1
T5S,Dog,MINIATURE SCHNAUZER,6
T5S,Dog,"DACHSHUND, MINIATURE SMOOTH",12
T5S,Dog,POMERANIAN,15
T5S,Dog,CATAHOULA LEAPARD DOG,1
T5S,Dog,YORKSHIRE TERRIER,12
T5S,Dog,PUDELPOINTER,1
T5S,Dog,"DACHSHUND, STANDARD SMOOTH",2
T5S,Dog,GREAT DANE,1
T5S,Cat,"SHORT HAIR, AMERICAN",1
T5S,Dog,BRUSSELS GRIFFON,2
T5S,Dog,PULI,1
T5S,Cat,ANGORA,1
T5S,Dog,GERMAN SHEPHERD,46
T5S,Cat,DOMESTIC SHORT HAIR,126
T5S,Cat,SIAMESE,11
T5S,Cat,"MANX, SHORT HAIR",2
T5S,Dog,SHIBA INU,2
T5S,Dog,OLD ENGLISH MASTIFF,2
T5S,Dog,"CHIHUAHUA, TEACUP",2
T5S,Dog,SIBERIAN HUSKY,8
T5S,Dog,YORKSHIRE TEACUP TERRIER,1
T5S,Dog,"CROSSBREED, LARGE",1
T5S,Dog,KUVASZ,1
T5S,Dog,"ESKIMO, AMERICAN",4
T5S,Dog,GERMAN SHORT HAIR POINTER,1
T5S,Dog,"MALAMUTE, ALASKAN",2
T5S,Dog,BLACK AND TAN COONHOUND,1
T5S,Dog,JACK RUSSELL TERRIER,11
T5S,Dog,"SPANIEL, AMERICAN COCKER",10
T5S,Dog,PUG,7
T5S,Dog,NEWFOUNDLAND,5
T5S,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T5S,Dog,"ESKIMO, AMERICAN TOY",1
T5S,Dog,TOY PODDLE,3
T5S,Dog,"ESKIMO, AMERICAN MINIATURE",2
T5S,Dog,SOFT COATED WHEATEN TERRIER,1
T5S,Dog,BICHON FRISE,27
T5S,Dog,BOUVIER DES FLANDRES,2
T5S,Dog,STANDARD POODLE,3
T5S,Dog,ENGLISH SPRINGER SPANIEL,4
T5S,Dog,FRENCH BULLDOG,1
T5S,Cat,BENGAL,2
T5S,Dog,TEACUP POODLE,1
T5T,Dog,COLLIE,43
T5T,Dog,BICHON FRISE,312
T5T,Dog,GOLDEN RETREIVER,142
T5T,Dog,"CHIHUAHUA, SMOOTH",136
T5T,Dog,OLD ENGLISH SHEEPDOG,8
T5T,Dog,"ESKIMO, AMERICAN MINIATURE",23
T5T,Dog,MALTESE,105
T5T,Dog,AUSTRALIAN KELPIE,1
T5T,Dog,SAMOYED,9
T5T,Dog,PULI,1
T5T,Cat,SPHYNX,1
T5T,Dog,SMOOTH COATED COLLIE,10
T5T,Dog,RHODESIAN RIDGEBACK,8
T5T,Cat,LONG HAIR MUNCHKIN,1
T5T,Cat,BALINESE,2
T5T,Cat,BRAZILIAN SHORT HAIR,1
T5T,Dog,PORTUGUESE WATER DOG,5
T5T,Dog,IRISH TERRIER,1
T5T,Dog,TOY FOX TERRIER,3
T5T,Dog,ITALIAN SPITZ,1
T5T,Cat,WHITE RUSSIAN,1
T5T,Dog,WIREHAIRED FOX TERRIER,6
T5T,Dog,PUG,117
T5T,Dog,PAPILLON,33
T5T,Dog,TOY PODDLE,46
T5T,Dog,ENGLISH SETTER,8
T5T,Dog,SHETLAND SHEEPDOG,24
T5T,Cat,RAGDOLL,31
T5T,Dog,FRENCH BULLDOG,8
T5T,Dog,AUSTRALIAN SHEEPDOG,4
T5T,Dog,"DOG, AUSTRALIAN CATTLE",25
T5T,Dog,CAVALIER KING CHARLES SPANIEL,15
T5T,Cat,"CURL, AMERICAN SHORT HAIR",1
T5T,Dog,DALMATIAN,5
T5T,Cat,SNOWSHOE,8
T5T,Dog,"DACHSHUND, STANDARD WIREHAIRED",3
T5T,Dog,SMOOTH FOX TERRIER,1
T5T,Dog,BEARDED COLLIE,2
T5T,Cat,EXOTIC SHORT HAIR,2
T5T,Cat,BIRMAN,4
T5T,Dog,WIREHAIRED POINTING GRIFFON,2
T5T,Cat,"REX, CORNISH",1
T5T,Dog,BRABANCON,1
T5T,Cat,DOMESTIC LONGHAIR,172
T5T,Dog,"ESKIMO, AMERICAN",37
T5T,Cat,DOMESTIC MEDIUM HAIR,349
T5T,Dog,GERMAN SHEPHERD,246
T5T,Dog,TERRIER,86
T5T,Dog,BELGIAN SHEEPDOG,4
T5T,Dog,CAIRN TERRIER,15
T5T,Dog,STANDARD SCHNAUZER,17
T5T,Dog,FLAT COATED RETREIVER,11
T5T,Cat,HIMALAYAN,28
T5T,Dog,SILKY TERRIER,6
T5T,Dog,POODLE,83
T5T,Dog,"DACHSHUND, STANDARD SMOOTH",19
T5T,Dog,CHESAPEAKE BAY RETRIEVER,7
T5T,Dog,PEKINGESE,19
T5T,Dog,"BULLDOG, AMERICAN",16
T5T,Cat,"CROSSBREED, MEDIUM",6
T5T,Dog,WHIPPET,3
T5T,Cat,"MANX, LONG HAIR",1
T5T,Dog,KEESHOND,14
T5T,Cat,BOMBAY,3
T5T,Dog,GREAT DANE,17
T5T,Dog,ITALIAN GREYHOUND,2
T5T,Cat,SOMALI,1
T5T,Cat,NEBELUNG,1
T5T,Dog,TIBETAN TERRIER,1
T5T,Dog,PEKEAPOO,1
T5T,Dog,GERMAN LONG HAIR POINTER,1
T5T,Dog,ENGLISH POINTER,1
T5T,Dog,BLACK RUSSIAN TERRIER,1
T5T,Dog,LABRADOR RETRIEVER,376
T5T,Dog,"CROSSBREED, SMALL",20
T5T,Dog,GERMAN SHORT HAIR POINTER,4
T5T,Dog,NEWFOUNDLAND,11
T5T,Cat,"REX, DEVON",8
T5T,Dog,BOUVIER DES FLANDRES,9
T5T,Dog,STAFFORDSHIRE BULL TERRIER,3
T5T,Dog,ENGLISH SPRINGER SPANIEL,16
T5T,Cat,"SHORT HAIR, AMERICAN",31
T5T,Dog,MASTIFF,9
T5T,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",13
T5T,Dog,VIZSLA,4
T5T,Dog,AUSTRALIAN SHEPHERD,21
T5T,Dog,LAKELAND TERRIER,3
T5T,Cat,CAT OF CEYLON,1
T5T,Dog,RED BONE COONHOUND,2
T5T,Dog,PRESA CARANIO,1
T5T,Dog,KERRY BLUE TERRIER,1
T5T,Dog,KUVASZ,1
T5T,Dog,TIBETAN SPANIEL,1
T5T,Dog,BELGIAN MALINOIS,2
T5T,Dog,"SPANIEL, CLUMBER",1
T5T,Cat,DOMESTIC SHORT HAIR,1488
T5T,Dog,JACK RUSSELL TERRIER,91
T5T,Dog,POMERANIAN,135
T5T,Dog,CHOW CHOW,8
T5T,Dog,BEAGLE,108
T5T,Dog,MINIATURE POODLE,34
T5T,Dog,"TERRIER, AIREDALE",10
T5T,Dog,BRUSSELS GRIFFON,2
T5T,Dog,IRISH WOLFHOUND,2
T5T,Dog,BRITTNAY SPANIEL,7
T5T,Cat,MAINE COON,13
T5T,Cat,SIBERIAN (CAT),5
T5T,Cat,PERSIAN,16
T5T,Dog,COTON DE TULEAR,5
T5T,Dog,MANCHESTER TERRIER,4
T5T,Dog,"SHEPHERD, ANATOLIAN",5
T5T,Dog,GERMAN PINSCHER,4
T5T,Cat,"CROSSBREED, SMALL",5
T5T,Dog,FIELD SPANIEL,2
T5T,Dog,SWEDISH VALLHUND,1
T5T,Dog,BULL TERRIER,1
T5T,Dog,PARSON RUSSELL TERRIER,1
T5T,Dog,"RETRIEVER, CURLY COATED",1
T5T,Cat,NORWEGIAN FOREST CAT,1
T5T,Dog,MANCHESTER TOY TERRIER,1
T5T,Dog,SIBERIAN HUSKY,60
T5T,Dog,LHASA APSO,61
T5T,Dog,SHIBA INU,24
T5T,Dog,"DACHSHUND, MINIATURE SMOOTH",52
T5T,Dog,WELSH TERRIER,3
T5T,Dog,ROUGH COATED COLLIE,24
T5T,Dog,AKITA,14
T5T,Dog,ENGLISH COCKER SPANIEL,26
T5T,Dog,"CROSSBREED, LARGE",6
T5T,Dog,BASSETT HOUND,27
T5T,Dog,GREYHOUND,21
T5T,Dog,"PINSCHER, DOBERMAN",19
T5T,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,2
T5T,Dog,BURMESE,1
T5T,Dog,SCHIPPERKE,2
T5T,Dog,WEIMARANER,5
T5T,Cat,"CURL, AMERICAN LONG HAIR",1
T5T,Dog,WIREHAIRED JACK RUSSELL TERRIER,3
T5T,Dog,BASENJI,3
T5T,Dog,YORK CHOCOLATE,2
T5T,Dog,ENGLISH BULLDOG,18
T5T,Cat,BENGAL,10
T5T,Cat,UNKNOWN,35
T5T,Dog,OLD ENGLISH MASTIFF,2
T5T,Dog,ICELAND DOG,1
T5T,Cat,"SIAMESE, APPLEHEAD",3
T5T,Cat,ORIENTAL SHORT HAIR,2
T5T,Dog,SKYE TERRIER,1
T5T,Dog,FINNISH SPITZ,1
T5T,Dog,BEDLINGTON TERRIER,1
T5T,Dog,DOMESTIC MEDIUM HAIR,1
T5T,Dog,RAT TERRIER,11
T5T,Dog,"CROSSBREED, MEDIUM",34
T5T,Dog,COCKAPOO,44
T5T,Dog,SOFT COATED WHEATEN TERRIER,24
T5T,Dog,MINIATURE SCHNAUZER,89
T5T,Dog,ROTTWEILER,55
T5T,Dog,HAVANESE,55
T5T,Dog,CATAHOULA LEAPARD DOG,10
T5T,Dog,"WELSH CORGI, CARDIGAN",15
T5T,Dog,MUNSTERLANDER,2
T5T,Dog,POINTER,1
T5T,Dog,BELGIAN SHEPHERD,4
T5T,Cat,EUROPEAN SHORT HAIR,1
T5T,Dog,"CHIHUAHUA, LONG HAIR",35
T5T,Dog,STANDARD POODLE,32
T5T,Dog,AUSTRALIAN TERRIER,5
T5T,Dog,WEST HIGHLAND TERRIER,32
T5T,Dog,BULL MASTIFF,11
T5T,Dog,"DACHSHUND, MINIATURE LONG HAIR",18
T5T,Cat,ANGORA,1
T5T,Dog,LEONBURGER,2
T5T,Dog,"WELSH CORGI, PEMBROKE",14
T5T,Dog,NORWEGIAN ELKHOUND,8
T5T,Dog,TEACUP POODLE,2
T5T,Dog,JAPANESE CHIN SPANIEL,1
T5T,Dog,BLOODHOUND,1
T5T,Dog,IRISH SETTER,4
T5T,Dog,"WIRE HAIR, AMERICAN",1
T5T,Dog,HOUND,2
T5T,Dog,LOWCHEN,1
T5T,Dog,UNKNOWN,6
T5T,Dog,"MALAMUTE, ALASKAN",16
T5T,Dog,BOXER,67
T5T,Dog,YORKSHIRE TERRIER,150
T5T,Dog,SHIH TZU,508
T5T,Cat,SIAMESE,93
T5T,Dog,SHARPEI,8
T5T,Dog,"SPANIEL, AMERICAN COCKER",119
T5T,Cat,RUSSIAN BLUE,3
T5T,Dog,"DACHSHUND, STANDARD LONGHAIRED",5
T5T,Dog,MINIATURE PINSCHER,45
T5T,Dog,SCOTTISH TERRIER,15
T5T,Dog,TERRIPOO,5
T5T,Dog,"CHIHUAHUA, TEACUP",11
T5T,Dog,GREAT PYRENEES,14
